product_id,product_name,category,unit_price,stock_level,product_launch_date,supplier_id
P1259,Mozzarella 1 L,Dairy & Eggs,6.85,1774,2020-05-10,S004
P1260,Cream Cheese 1 L,Dairy & Eggs,1.80,1360,2023-05-03,S008
P1261,Milk 2% 1 lb #2,Dairy & Eggs,1.44,790,2021-02-19,S013
P1262,Greek Yogurt 2 lb #2,Dairy & Eggs,3.27,1217,2023-11-02,S005
P1263,Cheddar Cheese 1 L #2,Dairy & Eggs,3.25,193,2021-03-12,S019
P1264,Butter 12 oz #2,Dairy & Eggs,2.21,660,2020-05-09,S005
P1265,Sour Cream 500 ml #2,Dairy & Eggs,6.30,857,2020-12-10,S018
P1266,Cottage Cheese 2 lb #2,Dairy & Eggs,2.16,183,2021-05-13,S005
P1267,Eggs 2 lb #2,Dairy & Eggs,1.70,870,2023-07-18,S006
P1268,Half & Half 12 oz #2,Dairy & Eggs,1.11,113,2022-09-24,S001
P1269,Mozzarella 500 ml #2,Dairy & Eggs,2.26,1434,2020-07-01,S019
P1270,Cream Cheese 500 ml #2,Dairy & Eggs,7.21,1753,2022-05-02,S016
P1271,Milk 2% 16 oz #3,Dairy & Eggs,5.85,1410,2021-02-26,S009
P1272,Greek Yogurt 16 oz #3,Dairy & Eggs,4.66,457,2022-04-23,S020
P1273,Cheddar Cheese 16 oz #3,Dairy & Eggs,5.84,1568,2023-05-06,S016
P1274,Butter 500 ml #3,Dairy & Eggs,5.28,1792,2020-06-29,S010
P1275,Sour Cream 2 lb #3,Dairy & Eggs,3.43,582,2020-01-10,S007
P1276,Cottage Cheese 12 oz #3,Dairy & Eggs,1.82,1367,2022-12-21,S012
P1277,Eggs 2 lb #3,Dairy & Eggs,7.04,549,2023-01-10,S015
P1278,Half & Half 16 oz #3,Dairy & Eggs,6.39,666,2023-09-12,S002
P1279,Mozzarella 500 ml #3,Dairy & Eggs,2.36,1828,2020-11-01,S016
P1280,Cream Cheese 500 ml #3,Dairy & Eggs,4.48,1989,2020-11-23,S002
P1281,Milk 2% 32 oz #4,Dairy & Eggs,1.38,529,2022-01-15,S014
P1282,Greek Yogurt 1 L #4,Dairy & Eggs,2.76,1922,2023-06-17,S015
P1283,Cheddar Cheese 2 lb #4,Dairy & Eggs,1.30,460,2020-04-17,S006
P1284,Butter 2 lb #4,Dairy & Eggs,6.50,337,2022-09-20,S003
P1285,Sour Cream 2 lb #4,Dairy & Eggs,7.27,1287,2022-06-29,S011
P1286,Cottage Cheese 32 oz #4,Dairy & Eggs,3.93,571,2023-10-18,S004
P1287,Eggs 16 oz #4,Dairy & Eggs,3.28,1610,2020-07-19,S014
P1288,Half & Half 16 oz #4,Dairy & Eggs,7.09,250,2022-02-08,S016
P1289,Mozzarella 1 lb #4,Dairy & Eggs,5.10,396,2020-04-21,S007
P1290,Cream Cheese 16 oz #4,Dairy & Eggs,7.50,893,2022-07-20,S012
P1291,Milk 2% 500 ml #5,Dairy & Eggs,1.95,834,2021-02-01,S009
P1292,Greek Yogurt 12 oz #5,Dairy & Eggs,2.42,1517,2020-09-17,S019
P1293,Cheddar Cheese 12 oz #5,Dairy & Eggs,1.42,1844,2020-10-06,S015
P1294,Butter 1 L #5,Dairy & Eggs,4.21,803,2020-12-16,S008
P1295,Sour Cream 16 oz #5,Dairy & Eggs,7.20,1716,2023-05-21,S020
P1296,Cottage Cheese 2 lb #5,Dairy & Eggs,7.34,1851,2023-03-29,S008
P1297,Eggs 1 lb #5,Dairy & Eggs,1.61,1865,2022-12-04,S007
P1298,Half & Half 32 oz #5,Dairy & Eggs,5.14,129,2022-08-05,S014
P1299,Mozzarella 16 oz #5,Dairy & Eggs,6.15,770,2021-05-20,S014
P1300,Cream Cheese 16 oz #5,Dairy & Eggs,5.06,1971,2023-04-26,S019
P1301,Milk 2% 12 oz #6,Dairy & Eggs,7.29,182,2022-05-05,S016
P1302,Greek Yogurt 12 oz #6,Dairy & Eggs,6.13,971,2022-10-29,S017
P1303,Cheddar Cheese 1 L #6,Dairy & Eggs,3.76,300,2023-11-27,S015
P1304,Butter 2 lb #6,Dairy & Eggs,4.47,1642,2020-06-19,S001
P1305,Sour Cream 16 oz #6,Dairy & Eggs,5.85,371,2022-04-12,S012
P1306,Cottage Cheese 12 oz #6,Dairy & Eggs,3.07,132,2023-08-19,S016
P1307,Eggs 500 ml #6,Dairy & Eggs,5.68,1040,2020-11-27,S019
P1308,Half & Half 1 lb #6,Dairy & Eggs,6.23,1049,2020-02-19,S005
P1309,Mozzarella 16 oz #6,Dairy & Eggs,7.12,1717,2022-04-10,S012
P1310,Cream Cheese 500 ml #6,Dairy & Eggs,5.39,102,2023-12-12,S003
P1311,Milk 2% 32 oz #7,Dairy & Eggs,3.69,1187,2023-11-15,S002
P1312,Greek Yogurt 500 ml #7,Dairy & Eggs,3.08,1354,2021-07-06,S018
P1313,Cheddar Cheese 1 L #7,Dairy & Eggs,5.03,1502,2021-02-28,S003
P1314,Butter 500 ml #7,Dairy & Eggs,5.34,212,2021-11-18,S017
P1315,Sour Cream 32 oz #7,Dairy & Eggs,7.62,1918,2023-10-13,S002
P1316,Cottage Cheese 1 lb #7,Dairy & Eggs,1.78,1367,2022-01-18,S002
P1317,Eggs 500 ml #7,Dairy & Eggs,3.56,1244,2020-12-24,S003
P1318,Half & Half 16 oz #7,Dairy & Eggs,4.93,785,2021-02-23,S008
P1319,Mozzarella 1 lb #7,Dairy & Eggs,4.78,1610,2023-08-22,S019
P1320,Cream Cheese 16 oz #7,Dairy & Eggs,7.10,1642,2023-12-10,S008
P1321,Milk 2% 2 lb #8,Dairy & Eggs,3.24,1493,2021-07-01,S014
P1322,Greek Yogurt 32 oz #8,Dairy & Eggs,2.94,807,2020-05-09,S015
P1323,Cheddar Cheese 1 L #8,Dairy & Eggs,4.40,351,2022-12-14,S016
P1324,Butter 1 L #8,Dairy & Eggs,5.97,1191,2023-10-21,S010
P1325,Sour Cream 1 L #8,Dairy & Eggs,4.16,1478,2022-01-23,S003
P1326,Cottage Cheese 12 oz #8,Dairy & Eggs,2.32,264,2022-07-26,S013
P1327,Eggs 12 oz #8,Dairy & Eggs,7.29,323,2021-08-13,S006
P1328,Half & Half 16 oz #8,Dairy & Eggs,2.93,1116,2023-11-28,S005
P1329,Mozzarella 500 ml #8,Dairy & Eggs,7.12,146,2022-12-02,S010
P1330,Cream Cheese 2 lb #8,Dairy & Eggs,3.92,370,2023-10-29,S016
P1331,Milk 2% 500 ml #9,Dairy & Eggs,3.43,1420,2022-06-28,S001
P1332,Greek Yogurt 12 oz #9,Dairy & Eggs,3.04,1885,2020-05-08,S008
P1333,Cheddar Cheese 500 ml #9,Dairy & Eggs,6.84,787,2022-11-30,S014
P1334,Butter 500 ml #9,Dairy & Eggs,5.05,1711,2023-09-04,S011
P1335,Sour Cream 500 ml #9,Dairy & Eggs,4.40,1185,2023-09-25,S018
P1336,Cottage Cheese 2 lb #9,Dairy & Eggs,4.12,370,2021-09-14,S010
P1337,Eggs 16 oz #9,Dairy & Eggs,2.20,1091,2021-06-16,S012
P1338,Half & Half 16 oz #9,Dairy & Eggs,7.80,823,2020-04-06,S010
P1339,Mozzarella 2 lb #9,Dairy & Eggs,4.19,1992,2020-12-06,S006
P1340,Cream Cheese 16 oz #9,Dairy & Eggs,5.98,459,2021-08-07,S005
P1341,Milk 2% 12 oz #10,Dairy & Eggs,2.13,748,2020-08-27,S019
P1342,Greek Yogurt 32 oz #10,Dairy & Eggs,1.89,477,2021-06-17,S007
P1343,Cheddar Cheese 500 ml #10,Dairy & Eggs,4.94,749,2020-03-12,S012
P1344,Butter 2 lb #10,Dairy & Eggs,2.04,432,2022-07-07,S018
P1345,Sour Cream 1 lb #10,Dairy & Eggs,3.11,1122,2020-02-21,S005
P1346,Cottage Cheese 16 oz #10,Dairy & Eggs,7.63,108,2021-10-17,S018
P1347,Eggs 500 ml #10,Dairy & Eggs,7.83,1544,2021-11-09,S010
P1348,Half & Half 1 L #10,Dairy & Eggs,4.32,1274,2021-08-16,S005
P1349,Mozzarella 32 oz #10,Dairy & Eggs,6.60,1511,2022-06-24,S004
P1350,Cream Cheese 16 oz #10,Dairy & Eggs,6.12,1488,2020-03-23,S018
P1351,Milk 2% 1 lb #11,Dairy & Eggs,1.82,1364,2020-02-20,S008
P1352,Greek Yogurt 32 oz #11,Dairy & Eggs,4.12,212,2020-07-08,S020
P1353,Cheddar Cheese 2 lb #11,Dairy & Eggs,5.49,554,2023-04-09,S009
P1354,Butter 2 lb #11,Dairy & Eggs,2.37,1839,2020-06-20,S015
P1355,Sour Cream 2 lb #11,Dairy & Eggs,5.74,907,2020-06-27,S007
P1356,Cottage Cheese 2 lb #11,Dairy & Eggs,4.43,1147,2023-05-20,S002
P1357,Eggs 1 lb #11,Dairy & Eggs,7.36,402,2022-01-09,S014
P1358,Half & Half 12 oz #11,Dairy & Eggs,3.59,682,2022-02-02,S012
P1359,Mozzarella 1 L #11,Dairy & Eggs,3.46,1248,2022-07-01,S003
P1360,Cream Cheese 500 ml #11,Dairy & Eggs,2.51,951,2022-06-28,S015
P1361,Milk 2% 500 ml #12,Dairy & Eggs,3.02,1935,2022-05-18,S014
P1362,Greek Yogurt 2 lb #12,Dairy & Eggs,1.98,276,2023-04-17,S005
P1363,Cheddar Cheese 1 L #12,Dairy & Eggs,2.45,1175,2022-08-30,S011
P1364,Butter 1 L #12,Dairy & Eggs,1.46,869,2023-04-24,S003
P1365,Sour Cream 32 oz #12,Dairy & Eggs,1.05,948,2023-08-01,S006
P1366,Cottage Cheese 2 lb #12,Dairy & Eggs,4.89,1646,2023-12-25,S005
P1367,Eggs 32 oz #12,Dairy & Eggs,2.39,1234,2022-02-20,S016
P1368,Half & Half 1 L #12,Dairy & Eggs,1.30,1298,2021-09-10,S010
P1369,Mozzarella 16 oz #12,Dairy & Eggs,4.46,154,2022-08-07,S001
P1370,Cream Cheese 500 ml #12,Dairy & Eggs,2.08,1808,2021-09-06,S016
P1371,Milk 2% 32 oz #13,Dairy & Eggs,1.87,954,2023-09-25,S006
P1372,Greek Yogurt 500 ml #13,Dairy & Eggs,4.44,601,2023-11-09,S001
P1373,Cheddar Cheese 1 lb #13,Dairy & Eggs,1.84,236,2021-07-21,S020
P1374,Butter 1 lb #13,Dairy & Eggs,6.22,1258,2023-04-05,S014
P1375,Sour Cream 500 ml #13,Dairy & Eggs,7.08,1074,2023-07-10,S004
P1376,Cottage Cheese 12 oz #13,Dairy & Eggs,3.61,1831,2023-03-24,S009
P1377,Eggs 16 oz #13,Dairy & Eggs,2.14,754,2020-04-29,S015
P1378,Half & Half 32 oz #13,Dairy & Eggs,7.15,434,2020-10-04,S002
P1379,Mozzarella 500 ml #13,Dairy & Eggs,2.91,1967,2022-05-09,S012
P1380,Cream Cheese 2 lb #13,Dairy & Eggs,1.34,1408,2021-08-20,S003
P1381,Milk 2% 16 oz #14,Dairy & Eggs,4.60,1666,2023-07-10,S004
P1382,Greek Yogurt 2 lb #14,Dairy & Eggs,5.19,760,2020-12-08,S011
P1383,Cheddar Cheese 1 L #14,Dairy & Eggs,6.79,716,2023-11-03,S009
P1384,Butter 32 oz #14,Dairy & Eggs,5.80,296,2023-11-10,S018
P1385,Sour Cream 12 oz #14,Dairy & Eggs,5.06,380,2020-10-21,S017
P1386,Cottage Cheese 1 lb #14,Dairy & Eggs,2.97,796,2022-09-20,S006
P1387,Eggs 2 lb #14,Dairy & Eggs,1.72,552,2020-11-12,S007
P1388,Half & Half 2 lb #14,Dairy & Eggs,6.57,1512,2023-02-18,S017
P1389,Mozzarella 2 lb #14,Dairy & Eggs,6.92,1538,2023-12-30,S004
P1390,Cream Cheese 12 oz #14,Dairy & Eggs,3.92,1776,2020-06-05,S005
P1391,Milk 2% 32 oz #15,Dairy & Eggs,7.46,738,2022-09-09,S012
P1392,Greek Yogurt 2 lb #15,Dairy & Eggs,1.97,1171,2022-06-24,S011
P1393,Cheddar Cheese 12 oz #15,Dairy & Eggs,2.21,1624,2021-09-15,S004
P1394,Butter 16 oz #15,Dairy & Eggs,2.56,1509,2023-11-22,S008
P1395,Sour Cream 16 oz #15,Dairy & Eggs,3.15,260,2021-03-05,S014
P1396,Cottage Cheese 12 oz #15,Dairy & Eggs,5.84,138,2020-08-16,S016
P1397,Eggs 16 oz #15,Dairy & Eggs,6.30,320,2020-03-28,S002
P1398,Half & Half 2 lb #15,Dairy & Eggs,6.55,221,2022-11-17,S016
P1399,Mozzarella 12 oz #15,Dairy & Eggs,1.83,235,2021-06-02,S010
P1400,Cream Cheese 1 L #15,Dairy & Eggs,5.67,353,2020-07-16,S020
P1401,Milk 2% 16 oz #16,Dairy & Eggs,2.44,1473,2021-02-13,S012
P1402,Greek Yogurt 1 L #16,Dairy & Eggs,1.20,1628,2020-10-25,S009
P1403,Cheddar Cheese 32 oz #16,Dairy & Eggs,7.64,428,2021-12-13,S017
P1404,Butter 16 oz #16,Dairy & Eggs,6.47,1134,2023-06-09,S019
P1405,Sour Cream 1 L #16,Dairy & Eggs,1.48,128,2023-03-30,S017
P1406,Cottage Cheese 32 oz #16,Dairy & Eggs,2.52,451,2021-01-27,S018
P1407,Eggs 16 oz #16,Dairy & Eggs,1.03,1985,2020-07-21,S017
P1408,Half & Half 32 oz #16,Dairy & Eggs,6.96,1529,2022-08-30,S019
P1409,Mozzarella 12 oz #16,Dairy & Eggs,2.30,470,2023-10-11,S012
P1410,Cream Cheese 16 oz #16,Dairy & Eggs,7.87,1153,2022-05-18,S008
P1411,Milk 2% 12 oz #17,Dairy & Eggs,3.85,1054,2021-10-05,S004
P1412,Greek Yogurt 1 L #17,Dairy & Eggs,4.64,839,2022-10-12,S010
P1413,Cheddar Cheese 12 oz #17,Dairy & Eggs,4.90,771,2020-03-24,S016
P1414,Butter 1 lb #17,Dairy & Eggs,1.81,1329,2021-08-03,S010
P1415,Sour Cream 16 oz #17,Dairy & Eggs,5.81,1234,2022-06-28,S014
P1416,Cottage Cheese 16 oz #17,Dairy & Eggs,3.03,1854,2022-05-26,S003
P1417,Eggs 500 ml #17,Dairy & Eggs,7.26,852,2022-09-01,S006
P1418,Half & Half 1 lb #17,Dairy & Eggs,1.09,1476,2023-10-12,S004
P1419,Mozzarella 500 ml #17,Dairy & Eggs,3.77,1485,2022-12-06,S003
P1420,Cream Cheese 1 lb #17,Dairy & Eggs,1.83,1523,2022-03-19,S019
P1421,Milk 2% 12 oz #18,Dairy & Eggs,7.84,844,2020-12-11,S007
P1422,Greek Yogurt 1 L #18,Dairy & Eggs,3.37,927,2023-05-03,S004
P1423,Cheddar Cheese 500 ml #18,Dairy & Eggs,2.63,1122,2022-05-19,S009
P1424,Butter 2 lb #18,Dairy & Eggs,6.35,659,2023-04-06,S013
P1425,Sour Cream 2 lb #18,Dairy & Eggs,3.49,928,2023-09-27,S016
P1426,Cottage Cheese 1 L #18,Dairy & Eggs,4.58,1031,2020-10-28,S004
P1427,Eggs 1 lb #18,Dairy & Eggs,1.86,572,2022-09-29,S005
P1428,Half & Half 1 L #18,Dairy & Eggs,1.21,239,2020-04-18,S016
P1429,Mozzarella 1 lb #18,Dairy & Eggs,5.75,1338,2021-01-01,S011
P1430,Cream Cheese 2 lb #18,Dairy & Eggs,2.07,297,2023-06-27,S003
P1431,Milk 2% 1 L #19,Dairy & Eggs,5.63,1108,2022-11-30,S015
P1432,Greek Yogurt 1 lb #19,Dairy & Eggs,2.41,1104,2023-09-17,S017
P1433,Cheddar Cheese 1 L #19,Dairy & Eggs,2.83,1860,2021-12-04,S018
P1434,Butter 1 lb #19,Dairy & Eggs,4.83,1902,2020-03-05,S004
P1435,Sour Cream 1 L #19,Dairy & Eggs,3.69,870,2021-10-06,S015
P1436,Cottage Cheese 16 oz #19,Dairy & Eggs,4.22,1240,2020-03-08,S010
P1437,Eggs 1 lb #19,Dairy & Eggs,7.19,982,2020-12-02,S005
P1438,Half & Half 1 lb #19,Dairy & Eggs,3.19,1664,2022-03-07,S004
P1439,Mozzarella 500 ml #19,Dairy & Eggs,4.98,1234,2022-10-01,S018
P1440,Cream Cheese 2 lb #19,Dairy & Eggs,5.01,1849,2022-09-01,S006
P1441,Milk 2% 32 oz #20,Dairy & Eggs,4.55,1113,2022-03-12,S019
P1442,Greek Yogurt 500 ml #20,Dairy & Eggs,7.80,822,2023-06-17,S010
P1443,Cheddar Cheese 2 lb #20,Dairy & Eggs,3.24,192,2020-02-27,S005
P1444,Butter 1 L #20,Dairy & Eggs,6.86,1619,2021-12-15,S019
P1445,Sour Cream 32 oz #20,Dairy & Eggs,1.19,879,2023-07-04,S004
P1446,Cottage Cheese 1 lb #20,Dairy & Eggs,4.00,819,2022-01-01,S002
P1447,Eggs 16 oz #20,Dairy & Eggs,5.63,1427,2021-05-22,S010
P1448,Half & Half 12 oz #20,Dairy & Eggs,5.15,1879,2023-11-10,S010
P1449,Mozzarella 12 oz #20,Dairy & Eggs,1.80,1202,2020-12-13,S011
P1450,Cream Cheese 1 L #20,Dairy & Eggs,1.26,965,2023-09-09,S019
P1451,Milk 2% 32 oz #21,Dairy & Eggs,4.60,141,2022-05-12,S016
P1452,Greek Yogurt 1 lb #21,Dairy & Eggs,5.12,1268,2021-10-10,S013
P1453,Cheddar Cheese 1 L #21,Dairy & Eggs,3.26,1100,2020-07-19,S004
P1454,Butter 32 oz #21,Dairy & Eggs,5.84,1117,2021-02-25,S017
P1455,Sour Cream 32 oz #21,Dairy & Eggs,6.68,441,2023-09-28,S020
P1456,Cottage Cheese 16 oz #21,Dairy & Eggs,3.10,1117,2022-06-11,S003
P1457,Eggs 16 oz #21,Dairy & Eggs,6.88,688,2023-01-02,S009
P1458,Half & Half 1 lb #21,Dairy & Eggs,1.33,1747,2023-03-20,S008
P1459,Mozzarella 500 ml #21,Dairy & Eggs,5.37,1828,2020-07-07,S019
P1460,Cream Cheese 32 oz #21,Dairy & Eggs,1.66,237,2021-11-20,S019
P1461,Milk 2% 1 lb #22,Dairy & Eggs,6.61,529,2022-08-31,S012
P1462,Greek Yogurt 1 L #22,Dairy & Eggs,6.57,718,2023-08-27,S017
P1463,Cheddar Cheese 500 ml #22,Dairy & Eggs,6.63,1205,2022-06-05,S011
P1464,Butter 32 oz #22,Dairy & Eggs,2.40,1379,2022-04-03,S017
P1465,Sour Cream 16 oz #22,Dairy & Eggs,4.17,1904,2023-01-26,S001
P1466,Cottage Cheese 1 L #22,Dairy & Eggs,5.39,482,2022-11-23,S019
P1467,Eggs 1 L #22,Dairy & Eggs,4.49,1620,2023-09-15,S015
P1468,Half & Half 2 lb #22,Dairy & Eggs,2.88,1756,2023-07-30,S020
P1469,Mozzarella 2 lb #22,Dairy & Eggs,6.97,1588,2022-06-07,S002
P1470,Cream Cheese 1 lb #22,Dairy & Eggs,4.66,402,2022-01-16,S008
P1471,Milk 2% 1 L #23,Dairy & Eggs,2.05,714,2023-11-04,S014
P1472,Greek Yogurt 500 ml #23,Dairy & Eggs,3.87,516,2020-05-11,S014
P1473,Cheddar Cheese 500 ml #23,Dairy & Eggs,2.87,428,2021-08-10,S009
P1474,Butter 1 lb #23,Dairy & Eggs,5.81,588,2021-04-28,S004
P1475,Sour Cream 16 oz #23,Dairy & Eggs,2.05,1732,2020-02-26,S010
P1476,Cottage Cheese 1 lb #23,Dairy & Eggs,4.25,964,2023-02-20,S002
P1477,Eggs 16 oz #23,Dairy & Eggs,2.41,159,2021-07-12,S009
P1478,Half & Half 500 ml #23,Dairy & Eggs,6.53,1227,2021-07-22,S006
P1479,Mozzarella 500 ml #23,Dairy & Eggs,5.51,1095,2020-03-27,S001
P1480,Cream Cheese 32 oz #23,Dairy & Eggs,1.39,1332,2020-06-20,S010
P1481,Milk 2% 32 oz #24,Dairy & Eggs,7.07,1475,2022-04-13,S003
P1482,Greek Yogurt 16 oz #24,Dairy & Eggs,3.78,329,2020-10-14,S019
P1483,Cheddar Cheese 2 lb #24,Dairy & Eggs,6.14,1460,2020-09-04,S019
P1484,Butter 32 oz #24,Dairy & Eggs,7.65,1116,2022-12-11,S003
P1485,Sour Cream 1 L #24,Dairy & Eggs,2.67,1752,2020-09-07,S011
P1486,Cottage Cheese 500 ml #24,Dairy & Eggs,3.31,898,2023-04-11,S008
P1487,Eggs 16 oz #24,Dairy & Eggs,7.55,318,2021-03-22,S006
P1488,Half & Half 1 lb #24,Dairy & Eggs,2.50,936,2021-07-16,S009
P1489,Mozzarella 1 lb #24,Dairy & Eggs,7.04,1192,2020-04-24,S012
P1490,Cream Cheese 32 oz #24,Dairy & Eggs,5.90,1217,2020-08-19,S014
P1491,Milk 2% 32 oz #25,Dairy & Eggs,4.32,1901,2021-05-19,S005
P1492,Greek Yogurt 1 L #25,Dairy & Eggs,3.54,731,2022-01-23,S001
P1493,Cheddar Cheese 12 oz #25,Dairy & Eggs,5.52,1823,2023-05-25,S002
P1494,Butter 16 oz #25,Dairy & Eggs,5.83,618,2023-10-07,S018
P1495,Sour Cream 500 ml #25,Dairy & Eggs,3.69,843,2023-08-01,S004
P1496,Cottage Cheese 1 L #25,Dairy & Eggs,4.74,1006,2021-04-29,S013
P1497,Eggs 32 oz #25,Dairy & Eggs,1.06,716,2022-03-15,S003
P1498,Half & Half 32 oz #25,Dairy & Eggs,7.55,530,2021-04-27,S006
P1499,Mozzarella 32 oz #25,Dairy & Eggs,7.41,1901,2023-07-17,S014
P1500,Cream Cheese 1 L #25,Dairy & Eggs,6.53,264,2021-07-15,S016
P1501,Milk 2% 1 L #26,Dairy & Eggs,4.30,781,2022-04-25,S014
P1502,Greek Yogurt 1 L #26,Dairy & Eggs,7.14,428,2020-07-24,S009
P1503,Cheddar Cheese 1 lb #26,Dairy & Eggs,4.54,1333,2021-12-21,S018
P1504,Butter 500 ml #26,Dairy & Eggs,6.16,156,2022-07-17,S002
P1505,Sour Cream 500 ml #26,Dairy & Eggs,5.49,1008,2021-01-11,S005
P1506,Cottage Cheese 500 ml #26,Dairy & Eggs,1.02,725,2021-02-13,S011
P1507,Eggs 16 oz #26,Dairy & Eggs,5.03,611,2020-08-14,S017
P1508,Half & Half 1 L #26,Dairy & Eggs,5.99,366,2023-08-22,S020
P1509,Mozzarella 1 lb #26,Dairy & Eggs,5.80,1079,2021-10-16,S005
P1510,Cream Cheese 2 lb #26,Dairy & Eggs,2.82,1793,2023-11-08,S011
P1511,Milk 2% 12 oz #27,Dairy & Eggs,6.60,948,2021-02-10,S012
P1512,Greek Yogurt 1 L #27,Dairy & Eggs,2.27,1911,2022-02-11,S019
P1513,Cheddar Cheese 2 lb #27,Dairy & Eggs,2.57,1425,2020-02-17,S020
P1514,Butter 1 lb #27,Dairy & Eggs,5.39,506,2020-07-01,S009
P1515,Sour Cream 12 oz #27,Dairy & Eggs,5.91,921,2020-12-11,S020
P1516,Cottage Cheese 16 oz #27,Dairy & Eggs,4.00,282,2021-06-16,S012
P1517,Eggs 12 oz #27,Dairy & Eggs,2.19,128,2023-03-07,S017
P1518,Half & Half 1 L #27,Dairy & Eggs,4.05,1479,2022-07-18,S016
P1519,Mozzarella 16 oz #27,Dairy & Eggs,1.83,1865,2021-02-20,S009
P1520,Cream Cheese 1 lb #27,Dairy & Eggs,3.02,366,2022-10-09,S014
P1521,Milk 2% 16 oz #28,Dairy & Eggs,6.99,1787,2023-05-13,S010
P1522,Greek Yogurt 1 lb #28,Dairy & Eggs,6.09,469,2021-01-22,S014
P1523,Cheddar Cheese 32 oz #28,Dairy & Eggs,6.55,636,2020-02-28,S008
P1524,Butter 32 oz #28,Dairy & Eggs,5.32,1293,2021-05-23,S015
P1525,Sour Cream 16 oz #28,Dairy & Eggs,1.60,1884,2022-08-18,S011
P1526,Cottage Cheese 500 ml #28,Dairy & Eggs,7.82,534,2022-03-25,S013
P1527,Eggs 32 oz #28,Dairy & Eggs,5.96,249,2023-05-08,S004
P1528,Half & Half 32 oz #28,Dairy & Eggs,4.90,580,2020-04-16,S016
P1529,Mozzarella 500 ml #28,Dairy & Eggs,7.36,1743,2023-05-26,S020
P1530,Cream Cheese 12 oz #28,Dairy & Eggs,5.97,619,2020-04-03,S017
P1531,Milk 2% 1 lb #29,Dairy & Eggs,5.34,1474,2021-09-11,S012
P1532,Greek Yogurt 12 oz #29,Dairy & Eggs,1.93,1288,2023-02-19,S006
P1533,Cheddar Cheese 1 lb #29,Dairy & Eggs,2.82,794,2022-10-28,S015
P1534,Butter 500 ml #29,Dairy & Eggs,1.92,1186,2021-10-11,S014
P1535,Sour Cream 32 oz #29,Dairy & Eggs,1.99,190,2020-08-27,S005
P1536,Cottage Cheese 500 ml #29,Dairy & Eggs,4.49,838,2021-07-29,S014
P1537,Eggs 2 lb #29,Dairy & Eggs,2.98,1798,2021-06-23,S009
P1538,Half & Half 16 oz #29,Dairy & Eggs,4.62,746,2022-06-11,S016
P1539,Mozzarella 2 lb #29,Dairy & Eggs,6.35,1847,2020-11-05,S015
P1540,Cream Cheese 12 oz #29,Dairy & Eggs,1.37,570,2020-10-31,S006
P1541,Milk 2% 16 oz #30,Dairy & Eggs,1.25,1545,2021-06-16,S015
P1542,Greek Yogurt 12 oz #30,Dairy & Eggs,4.06,1004,2022-10-10,S012
P1543,Cheddar Cheese 1 lb #30,Dairy & Eggs,7.92,1037,2023-02-22,S016
P1544,Butter 12 oz #30,Dairy & Eggs,1.79,815,2020-10-30,S003
P1545,Sour Cream 16 oz #30,Dairy & Eggs,2.43,1809,2021-08-04,S006
P1546,Cottage Cheese 2 lb #30,Dairy & Eggs,6.25,1924,2021-07-12,S019
P1547,Eggs 2 lb #30,Dairy & Eggs,2.49,1670,2020-01-09,S019
P1548,Half & Half 16 oz #30,Dairy & Eggs,2.26,1673,2020-06-06,S016
P1549,Mozzarella 12 oz #30,Dairy & Eggs,5.74,682,2021-11-04,S004
P1550,Cream Cheese 12 oz #30,Dairy & Eggs,3.76,1814,2023-04-24,S011
P1551,Milk 2% 1 lb #31,Dairy & Eggs,2.08,1801,2020-06-15,S016
P1552,Greek Yogurt 2 lb #31,Dairy & Eggs,4.18,1447,2021-07-05,S001
P1553,Cheddar Cheese 500 ml #31,Dairy & Eggs,3.31,1374,2020-03-30,S015
P1554,Butter 16 oz #31,Dairy & Eggs,3.27,532,2023-03-11,S002
P1555,Sour Cream 32 oz #31,Dairy & Eggs,6.61,1734,2021-08-02,S002
P1556,Cottage Cheese 2 lb #31,Dairy & Eggs,6.21,881,2023-01-25,S003
P1557,Eggs 16 oz #31,Dairy & Eggs,3.79,1678,2020-12-30,S013
P1558,Half & Half 16 oz #31,Dairy & Eggs,1.62,895,2021-03-02,S013
P1559,Mozzarella 16 oz #31,Dairy & Eggs,2.99,346,2023-09-01,S010
P1560,Cream Cheese 500 ml #31,Dairy & Eggs,4.44,1751,2022-06-04,S010
P1561,Milk 2% 16 oz #32,Dairy & Eggs,7.33,835,2023-05-20,S004
P1562,Greek Yogurt 16 oz #32,Dairy & Eggs,6.82,1102,2022-11-15,S015
P1563,Cheddar Cheese 32 oz #32,Dairy & Eggs,7.20,1253,2022-09-02,S020
P1564,Butter 1 L #32,Dairy & Eggs,3.96,854,2022-05-15,S020
P1565,Sour Cream 1 lb #32,Dairy & Eggs,2.30,290,2023-07-15,S002
P1566,Cottage Cheese 500 ml #32,Dairy & Eggs,4.59,559,2022-08-07,S005
P1567,Eggs 500 ml #32,Dairy & Eggs,7.51,1425,2022-12-15,S017
P1568,Half & Half 1 lb #32,Dairy & Eggs,1.59,262,2022-08-16,S016
P1569,Mozzarella 500 ml #32,Dairy & Eggs,3.10,1949,2020-09-18,S010
P1570,Cream Cheese 1 lb #32,Dairy & Eggs,6.89,705,2022-12-07,S019
P1571,Milk 2% 12 oz #33,Dairy & Eggs,1.33,1151,2020-06-05,S004
