order_item_id,order_id,product_id,quantity,unit_price,line_total
ORD0549-14,ORD0549,P3190,2,6.23,12.46
ORD0549-15,ORD0549,P1193,3,3.08,9.24
ORD0549-16,ORD0549,P5000,1,9.31,9.31
ORD0549-17,ORD0549,P1698,4,3.13,12.52
ORD0550-1,ORD0550,P2842,1,5.30,5.30
ORD0550-2,ORD0550,P2079,1,5.64,5.64
ORD0550-3,ORD0550,P3478,1,8.10,8.10
ORD0550-4,ORD0550,P3487,2,3.60,7.20
ORD0550-5,ORD0550,P2702,1,7.65,7.65
ORD0550-6,ORD0550,P1670,4,4.33,17.32
ORD0550-7,ORD0550,P1311,2,3.69,7.38
ORD0550-8,ORD0550,P1879,2,3.32,6.64
ORD0550-9,ORD0550,P1126,2,5.02,10.04
ORD0550-10,ORD0550,P3686,1,9.99,9.99
ORD0551-1,ORD0551,P665,3,5.79,17.37
ORD0551-2,ORD0551,P879,5,2.51,12.55
ORD0551-3,ORD0551,P331,4,4.81,19.24
ORD0551-4,ORD0551,P1661,2,6.23,12.46
ORD0551-5,ORD0551,P1304,2,4.47,8.94
ORD0551-6,ORD0551,P3190,4,6.23,24.92
ORD0551-7,ORD0551,P2719,3,4.52,13.56
ORD0551-8,ORD0551,P2267,1,3.13,3.13
ORD0551-9,ORD0551,P3218,1,10.48,10.48
ORD0551-10,ORD0551,P3039,1,4.94,4.94
ORD0551-11,ORD0551,P3254,1,1.24,1.24
ORD0551-12,ORD0551,P2847,3,4.20,12.60
ORD0551-13,ORD0551,P2039,1,7.40,7.40
ORD0552-1,ORD0552,P3139,1,11.51,11.51
ORD0552-2,ORD0552,P2265,1,6.32,6.32
ORD0552-3,ORD0552,P4494,1,8.84,8.84
ORD0552-4,ORD0552,P3100,1,6.58,6.58
ORD0552-5,ORD0552,P326,4,4.57,18.28
ORD0552-6,ORD0552,P609,1,4.93,4.93
ORD0552-7,ORD0552,P2070,1,4.85,4.85
ORD0552-8,ORD0552,P4845,1,7.80,7.80
ORD0552-9,ORD0552,P3192,1,2.80,2.80
ORD0552-10,ORD0552,P1934,2,4.09,8.18
ORD0552-11,ORD0552,P1102,3,0.51,1.53
ORD0552-12,ORD0552,P2835,1,8.26,8.26
ORD0552-13,ORD0552,P2326,1,19.80,19.80
ORD0552-14,ORD0552,P4276,2,1.43,2.86
ORD0552-15,ORD0552,P102,3,2.16,6.48
ORD0552-16,ORD0552,P1219,5,0.56,2.80
ORD0552-17,ORD0552,P877,4,1.98,7.92
ORD0552-18,ORD0552,P3606,1,8.27,8.27
ORD0552-19,ORD0552,P511,2,0.66,1.32
ORD0552-20,ORD0552,P334,3,4.27,12.81
ORD0552-21,ORD0552,P2335,1,6.85,6.85
ORD0552-22,ORD0552,P1484,1,7.65,7.65
ORD0553-1,ORD0553,P2880,1,9.94,9.94
ORD0553-2,ORD0553,P2880,1,9.94,9.94
ORD0553-3,ORD0553,P2943,3,2.35,7.05
ORD0553-4,ORD0553,P4486,1,3.31,3.31
ORD0553-5,ORD0553,P4651,1,11.23,11.23
ORD0553-6,ORD0553,P2868,1,8.38,8.38
ORD0553-7,ORD0553,P4453,1,10.61,10.61
ORD0553-8,ORD0553,P623,3,2.77,8.31
ORD0553-9,ORD0553,P023,4,1.73,6.92
ORD0553-10,ORD0553,P413,1,5.04,5.04
ORD0553-11,ORD0553,P540,4,1.06,4.24
ORD0553-12,ORD0553,P1797,1,3.98,3.98
ORD0554-1,ORD0554,P4754,1,7.19,7.19
ORD0554-2,ORD0554,P4946,1,3.77,3.77
ORD0554-3,ORD0554,P835,1,3.30,3.30
ORD0554-4,ORD0554,P3388,1,4.65,4.65
ORD0554-5,ORD0554,P535,3,1.42,4.26
ORD0554-6,ORD0554,P2619,1,9.30,9.30
ORD0554-7,ORD0554,P4375,1,7.34,7.34
ORD0555-1,ORD0555,P4911,1,4.85,4.85
ORD0555-2,ORD0555,P1316,2,1.78,3.56
ORD0555-3,ORD0555,P314,3,1.29,3.87
ORD0555-4,ORD0555,P2908,1,11.86,11.86
ORD0555-5,ORD0555,P2597,1,7.38,7.38
ORD0555-6,ORD0555,P3181,2,4.01,8.02
ORD0556-1,ORD0556,P3602,1,5.73,5.73
ORD0556-2,ORD0556,P4136,1,4.81,4.81
ORD0556-3,ORD0556,P1657,1,7.98,7.98
ORD0556-4,ORD0556,P3991,1,9.47,9.47
ORD0556-5,ORD0556,P4739,1,7.91,7.91
ORD0556-6,ORD0556,P3254,3,1.24,3.72
ORD0556-7,ORD0556,P2615,1,6.81,6.81
ORD0556-8,ORD0556,P2799,2,4.63,9.26
ORD0556-9,ORD0556,P867,1,4.70,4.70
ORD0556-10,ORD0556,P4680,3,2.72,8.16
ORD0556-11,ORD0556,P3986,2,1.64,3.28
ORD0556-12,ORD0556,P2164,1,8.99,8.99
ORD0556-13,ORD0556,P1060,1,5.33,5.33
ORD0556-14,ORD0556,P769,2,1.21,2.42
ORD0557-1,ORD0557,P584,4,1.98,7.92
ORD0557-2,ORD0557,P4057,1,5.67,5.67
ORD0557-3,ORD0557,P3227,3,1.04,3.12
ORD0557-4,ORD0557,P1269,1,2.26,2.26
ORD0557-5,ORD0557,P4932,1,8.56,8.56
ORD0557-6,ORD0557,P2592,1,7.73,7.73
ORD0557-7,ORD0557,P1106,1,4.85,4.85
ORD0557-8,ORD0557,P1415,1,5.81,5.81
ORD0557-9,ORD0557,P4029,1,13.60,13.60
ORD0557-10,ORD0557,P1808,1,2.33,2.33
ORD0557-11,ORD0557,P2851,1,7.39,7.39
ORD0557-12,ORD0557,P2922,2,1.66,3.32
ORD0557-13,ORD0557,P3447,1,6.24,6.24
ORD0557-14,ORD0557,P1873,2,1.10,2.20
ORD0557-15,ORD0557,P2993,1,7.06,7.06
ORD0558-1,ORD0558,P2379,1,4.86,4.86
ORD0558-2,ORD0558,P2516,3,4.73,14.19
ORD0558-3,ORD0558,P3686,1,9.99,9.99
ORD0558-4,ORD0558,P3504,2,1.81,3.62
ORD0558-5,ORD0558,P776,1,5.33,5.33
ORD0558-6,ORD0558,P151,2,4.72,9.44
ORD0558-7,ORD0558,P2109,1,18.48,18.48
ORD0558-8,ORD0558,P2929,1,10.00,10.00
ORD0558-9,ORD0558,P2866,1,9.69,9.69
ORD0559-1,ORD0559,P2815,1,6.02,6.02
ORD0559-2,ORD0559,P1946,1,7.08,7.08
ORD0559-3,ORD0559,P438,1,2.13,2.13
ORD0559-4,ORD0559,P3767,1,11.00,11.00
ORD0559-5,ORD0559,P2552,1,5.78,5.78
ORD0559-6,ORD0559,P3413,1,7.90,7.90
ORD0559-7,ORD0559,P4744,1,2.12,2.12
ORD0559-8,ORD0559,P2646,1,5.58,5.58
ORD0559-9,ORD0559,P2145,1,6.44,6.44
ORD0559-10,ORD0559,P4549,1,9.30,9.30
ORD0559-11,ORD0559,P1048,1,4.28,4.28
ORD0559-12,ORD0559,P507,1,3.97,3.97
ORD0559-13,ORD0559,P542,5,0.91,4.55
ORD0559-14,ORD0559,P4100,1,7.67,7.67
ORD0559-15,ORD0559,P2564,1,2.12,2.12
ORD0559-16,ORD0559,P973,1,3.57,3.57
ORD0560-1,ORD0560,P3378,1,8.97,8.97
ORD0560-2,ORD0560,P441,1,2.63,2.63
ORD0560-3,ORD0560,P849,1,5.53,5.53
ORD0560-4,ORD0560,P1103,1,4.56,4.56
ORD0560-5,ORD0560,P4197,1,3.50,3.50
ORD0560-6,ORD0560,P4948,1,9.69,9.69
ORD0560-7,ORD0560,P198,1,4.38,4.38
ORD0561-1,ORD0561,P015,1,2.69,2.69
ORD0561-2,ORD0561,P2523,1,4.70,4.70
ORD0561-3,ORD0561,P3489,1,6.87,6.87
ORD0561-4,ORD0561,P2393,1,12.85,12.85
ORD0561-5,ORD0561,P4667,1,8.30,8.30
ORD0561-6,ORD0561,P868,3,2.54,7.62
ORD0561-7,ORD0561,P2999,1,8.63,8.63
ORD0561-8,ORD0561,P4478,1,3.27,3.27
ORD0561-9,ORD0561,P3230,1,8.77,8.77
ORD0561-10,ORD0561,P3299,1,7.03,7.03
ORD0561-11,ORD0561,P3565,1,2.73,2.73
ORD0561-12,ORD0561,P4766,1,9.41,9.41
ORD0561-13,ORD0561,P3276,1,4.92,4.92
ORD0562-1,ORD0562,P4463,2,2.68,5.36
ORD0562-2,ORD0562,P607,1,4.02,4.02
ORD0562-3,ORD0562,P2729,1,6.51,6.51
ORD0562-4,ORD0562,P1565,2,2.30,4.60
ORD0562-5,ORD0562,P2054,1,14.63,14.63
ORD0562-6,ORD0562,P4316,3,5.49,16.47
ORD0562-7,ORD0562,P2418,1,16.37,16.37
ORD0562-8,ORD0562,P3816,2,2.07,4.14
ORD0562-9,ORD0562,P3311,1,2.76,2.76
ORD0563-1,ORD0563,P3605,1,8.30,8.30
ORD0563-2,ORD0563,P3332,1,10.68,10.68
ORD0563-3,ORD0563,P4449,2,1.62,3.24
ORD0563-4,ORD0563,P3919,4,4.40,17.60
ORD0564-1,ORD0564,P2374,1,14.58,14.58
ORD0564-2,ORD0564,P735,2,2.42,4.84
ORD0564-3,ORD0564,P3106,4,1.72,6.88
ORD0564-4,ORD0564,P1466,1,5.39,5.39
ORD0564-5,ORD0564,P4698,1,9.93,9.93
ORD0564-6,ORD0564,P1752,1,3.69,3.69
ORD0564-7,ORD0564,P4604,1,7.71,7.71
ORD0564-8,ORD0564,P1237,1,4.35,4.35
ORD0564-9,ORD0564,P3827,1,8.27,8.27
ORD0564-10,ORD0564,P4766,1,9.41,9.41
ORD0564-11,ORD0564,P1052,1,5.59,5.59
ORD0564-12,ORD0564,P4940,1,3.97,3.97
ORD0564-13,ORD0564,P326,1,4.57,4.57
ORD0565-1,ORD0565,P1942,1,8.00,8.00
ORD0565-2,ORD0565,P4769,1,11.99,11.99
ORD0565-3,ORD0565,P984,6,0.54,3.24
ORD0565-4,ORD0565,P3170,1,6.07,6.07
ORD0565-5,ORD0565,P2150,1,3.41,3.41
ORD0565-6,ORD0565,P1076,1,5.28,5.28
ORD0565-7,ORD0565,P1661,1,6.23,6.23
ORD0565-8,ORD0565,P4990,1,3.09,3.09
ORD0565-9,ORD0565,P2883,1,8.94,8.94
ORD0565-10,ORD0565,P2436,1,15.61,15.61
ORD0565-11,ORD0565,P104,1,3.78,3.78
ORD0565-12,ORD0565,P4709,1,4.35,4.35
ORD0565-13,ORD0565,P1575,4,2.26,9.04
ORD0566-1,ORD0566,P1334,2,5.05,10.10
ORD0566-2,ORD0566,P1072,4,3.99,15.96
ORD0566-3,ORD0566,P3744,1,8.25,8.25
ORD0566-4,ORD0566,P3489,1,6.87,6.87
ORD0566-5,ORD0566,P433,3,3.74,11.22
ORD0566-6,ORD0566,P659,6,1.05,6.30
ORD0566-7,ORD0566,P1565,2,2.30,4.60
ORD0566-8,ORD0566,P1679,1,7.70,7.70
ORD0566-9,ORD0566,P514,3,4.70,14.10
ORD0567-1,ORD0567,P4764,1,5.33,5.33
ORD0567-2,ORD0567,P3283,3,1.32,3.96
ORD0567-3,ORD0567,P3643,1,10.56,10.56
ORD0567-4,ORD0567,P766,3,5.19,15.57
ORD0568-1,ORD0568,P829,1,3.87,3.87
ORD0568-2,ORD0568,P3157,1,10.92,10.92
ORD0568-3,ORD0568,P1825,3,2.43,7.29
ORD0568-4,ORD0568,P907,3,0.66,1.98
ORD0568-5,ORD0568,P2283,1,19.72,19.72
ORD0568-6,ORD0568,P4955,1,8.38,8.38
ORD0568-7,ORD0568,P370,1,3.96,3.96
ORD0568-8,ORD0568,P046,5,2.73,13.65
ORD0568-9,ORD0568,P372,1,2.86,2.86
ORD0568-10,ORD0568,P1631,1,6.31,6.31
ORD0568-11,ORD0568,P3861,1,3.43,3.43
ORD0568-12,ORD0568,P1590,1,6.17,6.17
ORD0569-1,ORD0569,P909,4,3.52,14.08
ORD0569-2,ORD0569,P3759,1,1.57,1.57
ORD0569-3,ORD0569,P559,3,3.60,10.80
ORD0569-4,ORD0569,P3918,1,11.61,11.61
ORD0569-5,ORD0569,P1383,2,6.79,13.58
ORD0569-6,ORD0569,P1291,2,1.95,3.90
ORD0569-7,ORD0569,P2307,1,19.21,19.21
ORD0569-8,ORD0569,P4592,2,4.54,9.08
ORD0570-1,ORD0570,P019,2,0.83,1.66
ORD0570-2,ORD0570,P987,2,0.71,1.42
ORD0570-3,ORD0570,P2271,1,16.94,16.94
ORD0570-4,ORD0570,P627,4,0.53,2.12
ORD0570-5,ORD0570,P166,1,5.86,5.86
ORD0570-6,ORD0570,P3161,1,11.31,11.31
ORD0571-1,ORD0571,P2645,4,3.79,15.16
ORD0571-2,ORD0571,P1957,2,7.69,15.38
ORD0571-3,ORD0571,P1038,3,1.64,4.92
ORD0571-4,ORD0571,P237,3,5.52,16.56
ORD0571-5,ORD0571,P306,4,1.01,4.04
ORD0571-6,ORD0571,P3705,2,4.06,8.12
ORD0571-7,ORD0571,P2639,1,6.10,6.10
ORD0571-8,ORD0571,P2033,1,9.41,9.41
ORD0571-9,ORD0571,P2302,1,7.55,7.55
ORD0572-1,ORD0572,P4600,2,4.29,8.58
ORD0572-2,ORD0572,P2682,2,3.10,6.20
ORD0572-3,ORD0572,P4610,1,4.72,4.72
ORD0572-4,ORD0572,P3694,1,6.88,6.88
ORD0572-5,ORD0572,P3070,1,10.03,10.03
ORD0572-6,ORD0572,P3850,1,9.98,9.98
ORD0572-7,ORD0572,P1744,1,6.43,6.43
ORD0572-8,ORD0572,P3458,1,11.77,11.77
ORD0572-9,ORD0572,P4136,1,4.81,4.81
ORD0572-10,ORD0572,P1043,2,4.50,9.00
ORD0572-11,ORD0572,P4824,1,10.34,10.34
ORD0573-1,ORD0573,P2302,1,7.55,7.55
ORD0573-2,ORD0573,P4370,3,3.20,9.60
ORD0573-3,ORD0573,P4835,1,6.41,6.41
ORD0573-4,ORD0573,P1802,1,3.22,3.22
ORD0574-1,ORD0574,P3085,1,8.14,8.14
ORD0574-2,ORD0574,P1462,1,6.57,6.57
ORD0574-3,ORD0574,P3380,2,4.55,9.10
ORD0574-4,ORD0574,P214,2,1.05,2.10
ORD0574-5,ORD0574,P502,4,2.45,9.80
ORD0574-6,ORD0574,P4231,3,2.25,6.75
ORD0574-7,ORD0574,P162,4,3.16,12.64
ORD0574-8,ORD0574,P877,5,1.98,9.90
ORD0574-9,ORD0574,P499,4,5.48,21.92
ORD0575-1,ORD0575,P3846,1,11.01,11.01
ORD0575-2,ORD0575,P442,1,4.26,4.26
ORD0575-3,ORD0575,P1353,1,5.49,5.49
ORD0575-4,ORD0575,P041,3,1.47,4.41
ORD0575-5,ORD0575,P1438,2,3.19,6.38
ORD0575-6,ORD0575,P352,2,3.44,6.88
ORD0576-1,ORD0576,P4450,1,5.31,5.31
ORD0576-2,ORD0576,P4067,2,5.04,10.08
ORD0576-3,ORD0576,P2767,2,4.42,8.84
ORD0576-4,ORD0576,P2961,3,2.90,8.70
ORD0576-5,ORD0576,P4793,1,7.04,7.04
ORD0577-1,ORD0577,P4557,1,7.77,7.77
ORD0577-2,ORD0577,P4414,3,7.35,22.05
ORD0577-3,ORD0577,P1431,2,5.63,11.26
ORD0577-4,ORD0577,P3266,1,9.65,9.65
ORD0577-5,ORD0577,P2833,3,2.06,6.18
ORD0577-6,ORD0577,P1875,3,5.55,16.65
ORD0577-7,ORD0577,P131,2,1.19,2.38
ORD0577-8,ORD0577,P4535,1,7.73,7.73
ORD0578-1,ORD0578,P1411,2,3.85,7.70
ORD0578-2,ORD0578,P2773,2,5.48,10.96
ORD0578-3,ORD0578,P2409,1,16.67,16.67
ORD0578-4,ORD0578,P3826,2,4.33,8.66
ORD0578-5,ORD0578,P4749,3,5.97,17.91
ORD0578-6,ORD0578,P2723,1,2.29,2.29
ORD0578-7,ORD0578,P3226,1,11.10,11.10
ORD0578-8,ORD0578,P4177,2,2.81,5.62
ORD0578-9,ORD0578,P1276,3,1.82,5.46
ORD0578-10,ORD0578,P1605,2,6.57,13.14
ORD0578-11,ORD0578,P179,1,1.57,1.57
ORD0578-12,ORD0578,P3358,2,9.14,18.28
ORD0579-1,ORD0579,P4110,2,1.86,3.72
ORD0579-2,ORD0579,P2449,1,12.79,12.79
ORD0579-3,ORD0579,P1817,2,4.15,8.30
ORD0579-4,ORD0579,P2616,2,4.14,8.28
ORD0579-5,ORD0579,P088,6,4.78,28.68
ORD0579-6,ORD0579,P1233,3,5.52,16.56
ORD0579-7,ORD0579,P3086,2,1.98,3.96
ORD0579-8,ORD0579,P1903,1,6.32,6.32
ORD0580-1,ORD0580,P3808,1,13.49,13.49
ORD0580-2,ORD0580,P3361,2,3.41,6.82
ORD0580-3,ORD0580,P2015,1,7.22,7.22
ORD0580-4,ORD0580,P4225,1,4.76,4.76
ORD0580-5,ORD0580,P3398,2,3.89,7.78
ORD0580-6,ORD0580,P077,2,0.60,1.20
ORD0580-7,ORD0580,P4959,1,8.06,8.06
ORD0580-8,ORD0580,P3723,3,3.40,10.20
ORD0580-9,ORD0580,P3899,1,2.52,2.52
ORD0580-10,ORD0580,P2857,1,8.82,8.82
ORD0580-11,ORD0580,P1695,1,4.87,4.87
ORD0580-12,ORD0580,P1371,2,1.87,3.74
ORD0580-13,ORD0580,P048,1,5.14,5.14
ORD0580-14,ORD0580,P4021,1,4.67,4.67
ORD0581-1,ORD0581,P2016,1,14.21,14.21
ORD0581-2,ORD0581,P984,5,0.54,2.70
ORD0581-3,ORD0581,P2711,2,4.49,8.98
ORD0581-4,ORD0581,P2282,1,12.72,12.72
ORD0581-5,ORD0581,P2882,1,5.87,5.87
ORD0581-6,ORD0581,P001,4,0.64,2.56
ORD0581-7,ORD0581,P4365,1,7.59,7.59
ORD0581-8,ORD0581,P164,3,3.16,9.48
ORD0581-9,ORD0581,P1280,1,4.48,4.48
ORD0581-10,ORD0581,P3668,1,2.85,2.85
ORD0581-11,ORD0581,P4921,1,8.66,8.66
ORD0581-12,ORD0581,P4693,1,4.08,4.08
ORD0581-13,ORD0581,P1415,1,5.81,5.81
ORD0582-1,ORD0582,P568,1,5.94,5.94
ORD0582-2,ORD0582,P3700,1,8.45,8.45
ORD0582-3,ORD0582,P4323,1,1.64,1.64
ORD0582-4,ORD0582,P3530,1,3.13,3.13
ORD0582-5,ORD0582,P1163,2,4.74,9.48
ORD0582-6,ORD0582,P3852,1,11.97,11.97
ORD0582-7,ORD0582,P4770,1,11.53,11.53
ORD0582-8,ORD0582,P119,3,5.26,15.78
ORD0582-9,ORD0582,P2616,2,4.14,8.28
ORD0582-10,ORD0582,P2941,1,4.33,4.33
ORD0582-11,ORD0582,P4221,1,5.76,5.76
ORD0583-1,ORD0583,P4910,2,2.40,4.80
ORD0583-2,ORD0583,P3559,1,8.33,8.33
ORD0583-3,ORD0583,P669,4,4.23,16.92
ORD0583-4,ORD0583,P1843,1,5.29,5.29
ORD0583-5,ORD0583,P4334,2,4.31,8.62
ORD0583-6,ORD0583,P3245,1,9.40,9.40
ORD0583-7,ORD0583,P720,2,4.81,9.62
ORD0583-8,ORD0583,P1666,3,3.95,11.85
ORD0583-9,ORD0583,P3194,1,8.70,8.70
ORD0583-10,ORD0583,P061,4,0.92,3.68
ORD0584-1,ORD0584,P203,5,2.14,10.70
ORD0584-2,ORD0584,P1186,1,3.67,3.67
ORD0584-3,ORD0584,P1659,1,5.98,5.98
ORD0584-4,ORD0584,P1511,1,6.60,6.60
ORD0584-5,ORD0584,P1215,5,2.34,11.70
ORD0585-1,ORD0585,P2208,1,14.07,14.07
ORD0585-2,ORD0585,P742,1,3.33,3.33
ORD0585-3,ORD0585,P3452,1,2.23,2.23
ORD0585-4,ORD0585,P3258,1,7.69,7.69
ORD0585-5,ORD0585,P3316,1,9.17,9.17
ORD0585-6,ORD0585,P513,3,1.86,5.58
ORD0585-7,ORD0585,P3616,1,11.62,11.62
ORD0585-8,ORD0585,P2541,1,9.01,9.01
ORD0585-9,ORD0585,P4891,1,7.03,7.03
ORD0585-10,ORD0585,P2003,1,16.50,16.50
ORD0585-11,ORD0585,P1217,1,4.54,4.54
ORD0585-12,ORD0585,P017,3,0.87,2.61
ORD0585-13,ORD0585,P2497,1,9.76,9.76
ORD0585-14,ORD0585,P892,1,3.18,3.18
ORD0585-15,ORD0585,P995,1,5.28,5.28
ORD0585-16,ORD0585,P3999,1,11.26,11.26
ORD0585-17,ORD0585,P3227,2,1.04,2.08
ORD0585-18,ORD0585,P1309,1,7.12,7.12
ORD0585-19,ORD0585,P2829,1,3.66,3.66
ORD0585-20,ORD0585,P432,3,0.98,2.94
ORD0585-21,ORD0585,P3594,1,11.96,11.96
ORD0585-22,ORD0585,P3174,1,10.90,10.90
ORD0585-23,ORD0585,P2147,1,7.14,7.14
ORD0586-1,ORD0586,P1827,3,5.47,16.41
ORD0586-2,ORD0586,P577,1,3.10,3.10
ORD0586-3,ORD0586,P1729,1,6.10,6.10
ORD0586-4,ORD0586,P2016,1,14.21,14.21
ORD0587-1,ORD0587,P1860,2,5.74,11.48
ORD0587-2,ORD0587,P2605,3,5.93,17.79
ORD0587-3,ORD0587,P001,3,0.64,1.92
ORD0587-4,ORD0587,P3622,3,11.91,35.73
ORD0587-5,ORD0587,P2038,1,12.38,12.38
ORD0587-6,ORD0587,P4960,3,7.52,22.56
ORD0587-7,ORD0587,P2640,2,3.62,7.24
ORD0587-8,ORD0587,P4846,2,3.22,6.44
ORD0587-9,ORD0587,P2770,2,9.85,19.70
ORD0587-10,ORD0587,P1943,2,3.65,7.30
ORD0587-11,ORD0587,P3414,1,11.31,11.31
ORD0587-12,ORD0587,P1540,4,1.37,5.48
ORD0588-1,ORD0588,P4084,3,2.05,6.15
ORD0588-2,ORD0588,P1200,4,2.05,8.20
ORD0588-3,ORD0588,P1327,2,7.29,14.58
ORD0588-4,ORD0588,P3329,2,1.84,3.68
ORD0588-5,ORD0588,P3724,3,2.52,7.56
ORD0588-6,ORD0588,P2191,1,11.12,11.12
ORD0588-7,ORD0588,P867,4,4.70,18.80
ORD0588-8,ORD0588,P1558,2,1.62,3.24
ORD0588-9,ORD0588,P4971,2,5.28,10.56
ORD0589-1,ORD0589,P3024,1,10.27,10.27
ORD0589-2,ORD0589,P1788,1,5.41,5.41
ORD0589-3,ORD0589,P567,2,4.95,9.90
ORD0589-4,ORD0589,P429,3,0.88,2.64
ORD0589-5,ORD0589,P563,4,3.65,14.60
ORD0589-6,ORD0589,P4162,1,6.12,6.12
ORD0589-7,ORD0589,P528,4,4.39,17.56
ORD0589-8,ORD0589,P290,2,1.92,3.84
ORD0589-9,ORD0589,P2265,1,6.32,6.32
ORD0589-10,ORD0589,P3343,1,9.71,9.71
ORD0590-1,ORD0590,P539,3,3.21,9.63
ORD0590-2,ORD0590,P3133,2,5.50,11.00
ORD0590-3,ORD0590,P4763,1,3.32,3.32
ORD0590-4,ORD0590,P3764,1,12.17,12.17
ORD0590-5,ORD0590,P2972,1,10.90,10.90
ORD0590-6,ORD0590,P2192,2,5.80,11.60
ORD0590-7,ORD0590,P4870,1,10.34,10.34
ORD0590-8,ORD0590,P853,3,4.92,14.76
ORD0590-9,ORD0590,P4580,1,5.97,5.97
ORD0590-10,ORD0590,P4570,2,7.18,14.36
ORD0590-11,ORD0590,P4621,3,6.26,18.78
ORD0590-12,ORD0590,P4696,4,5.38,21.52
ORD0590-13,ORD0590,P4841,2,3.34,6.68
ORD0590-14,ORD0590,P4734,2,5.18,10.36
ORD0590-15,ORD0590,P1093,1,5.14,5.14
ORD0591-1,ORD0591,P2746,1,5.49,5.49
ORD0591-2,ORD0591,P546,1,5.41,5.41
ORD0591-3,ORD0591,P1114,6,0.60,3.60
ORD0591-4,ORD0591,P3367,1,4.25,4.25
ORD0591-5,ORD0591,P4353,2,1.74,3.48
ORD0591-6,ORD0591,P2762,1,7.46,7.46
ORD0591-7,ORD0591,P246,1,4.20,4.20
ORD0591-8,ORD0591,P4325,1,7.91,7.91
ORD0591-9,ORD0591,P960,1,3.87,3.87
ORD0591-10,ORD0591,P1175,4,2.60,10.40
ORD0591-11,ORD0591,P1209,1,2.69,2.69
ORD0591-12,ORD0591,P1684,1,5.12,5.12
ORD0591-13,ORD0591,P3665,1,10.08,10.08
ORD0591-14,ORD0591,P082,1,3.78,3.78
ORD0591-15,ORD0591,P3146,1,5.86,5.86
ORD0591-16,ORD0591,P4825,1,4.66,4.66
ORD0592-1,ORD0592,P2624,1,2.72,2.72
ORD0592-2,ORD0592,P3017,1,10.68,10.68
ORD0592-3,ORD0592,P4675,1,3.90,3.90
ORD0592-4,ORD0592,P2438,1,9.24,9.24
ORD0592-5,ORD0592,P1210,2,1.79,3.58
ORD0592-6,ORD0592,P4767,1,3.77,3.77
ORD0592-7,ORD0592,P2762,1,7.46,7.46
ORD0592-8,ORD0592,P1890,1,6.25,6.25
ORD0592-9,ORD0592,P3254,4,1.24,4.96
ORD0592-10,ORD0592,P250,2,2.08,4.16
ORD0592-11,ORD0592,P4192,1,2.60,2.60
ORD0592-12,ORD0592,P5000,1,9.31,9.31
ORD0592-13,ORD0592,P518,2,1.28,2.56
ORD0592-14,ORD0592,P3110,1,11.03,11.03
ORD0592-15,ORD0592,P2694,1,4.48,4.48
ORD0592-16,ORD0592,P934,1,2.62,2.62
ORD0593-1,ORD0593,P574,2,3.70,7.40
ORD0593-2,ORD0593,P3429,3,3.77,11.31
ORD0593-3,ORD0593,P2998,2,6.78,13.56
ORD0593-4,ORD0593,P2957,1,2.95,2.95
ORD0594-1,ORD0594,P2001,1,11.32,11.32
ORD0594-2,ORD0594,P3528,1,4.03,4.03
ORD0594-3,ORD0594,P1292,3,2.42,7.26
ORD0594-4,ORD0594,P1886,3,2.41,7.23
ORD0594-5,ORD0594,P3460,1,7.71,7.71
ORD0595-1,ORD0595,P2817,3,3.26,9.78
ORD0595-2,ORD0595,P1229,4,2.61,10.44
ORD0595-3,ORD0595,P2523,1,4.70,4.70
ORD0595-4,ORD0595,P3482,1,2.64,2.64
ORD0595-5,ORD0595,P889,5,2.39,11.95
ORD0596-1,ORD0596,P2432,1,11.22,11.22
ORD0596-2,ORD0596,P3740,1,2.17,2.17
ORD0596-3,ORD0596,P1250,1,4.04,4.04
ORD0596-4,ORD0596,P721,1,5.60,5.60
ORD0596-5,ORD0596,P4645,1,4.06,4.06
ORD0596-6,ORD0596,P2202,1,14.95,14.95
ORD0596-7,ORD0596,P1152,1,3.66,3.66
ORD0596-8,ORD0596,P2350,1,15.04,15.04
ORD0596-9,ORD0596,P4309,1,4.56,4.56
ORD0596-10,ORD0596,P2034,1,5.99,5.99
ORD0596-11,ORD0596,P2443,1,7.71,7.71
ORD0596-12,ORD0596,P4245,1,3.06,3.06
ORD0596-13,ORD0596,P4069,2,1.34,2.68
ORD0596-14,ORD0596,P350,2,1.89,3.78
ORD0597-1,ORD0597,P3447,2,6.24,12.48
ORD0597-2,ORD0597,P2342,1,11.87,11.87
ORD0597-3,ORD0597,P4771,1,9.52,9.52
ORD0597-4,ORD0597,P2608,4,6.24,24.96
ORD0597-5,ORD0597,P342,5,2.26,11.30
ORD0597-6,ORD0597,P615,2,5.15,10.30
ORD0597-7,ORD0597,P3648,1,9.93,9.93
ORD0597-8,ORD0597,P3830,1,13.38,13.38
ORD0597-9,ORD0597,P3850,1,9.98,9.98
ORD0597-10,ORD0597,P043,6,2.68,16.08
ORD0597-11,ORD0597,P2707,2,6.13,12.26
ORD0597-12,ORD0597,P2393,1,12.85,12.85
ORD0597-13,ORD0597,P1258,1,6.75,6.75
ORD0597-14,ORD0597,P4304,1,7.47,7.47
ORD0598-1,ORD0598,P821,3,2.86,8.58
ORD0598-2,ORD0598,P3820,1,2.95,2.95
ORD0598-3,ORD0598,P4014,2,6.13,12.26
ORD0598-4,ORD0598,P1828,2,5.72,11.44
